textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),sentiment_numeric
3b6a25d97c,ನಾನು ಎಚ್ಚರವಾಗಿದ್ದೇನೆ ಬೆಳಗಿನ ಉಪಾಹಾರಕ್ಕಾಗಿ ಏನು ಲುಲು **** ಒಂದು ಶಿಂಗಲ್ ಮೇಲೆ ಹಾ ಹಾ ಹಾ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ಹಂಗೇರಿ,9660351.0,90530.0,107.0,1
1783b5eb60,"ಇಂತಹ ದಿನದಂದು 10 ರವರೆಗೆ ಕೆಲಸದಲ್ಲಿ ಇರುವುದನ್ನು ನಾನು ದ್ವೇಷಿಸುತ್ತೇನೆ, ಇದು ವ್ಯರ್ಥವಾದ ಲವ್ಲಿ ದಿನ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ",ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಬ್ರೂನಿ,437479.0,5270.0,83.0,0
16b52fbd17,ನಾನು ಅಸೂಯೆಪಡುತ್ತೇನೆ.  ನಾನು ಅಂಗಡಿಯಲ್ಲಿ ಗುಲಾಮನಾಗುತ್ತಿದ್ದೇನೆ ಮತ್ತು ನೀವು ದೋಣಿಯಲ್ಲಿ ತಣ್ಣಗಾಗುತ್ತಿದ್ದೀರಿ.,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಮಾಂಟೆನೆಗ್ರೊ,628066.0,13450.0,47.0,0
ec66683c9f,ಪ್ಲೆಬ್‌ಗಳು ಬರುವವರೆಗೂ ಫ್ಲಾಪ್-ಎ-ಟ್ಯಾಕೋ ಚೆನ್ನಾಗಿತ್ತು.,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಸೊಲೊಮನ್ ದ್ವೀಪಗಳು,686884.0,28000.0,25.0,0
1a82a50aa9,"ನಾನು ಸಾರ್ವಕಾಲಿಕ ಗ್ರೆಗ್‌ಗೆ ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸುತ್ತೇನೆ, ಯಾವುದೇ ಉತ್ತರವಿಲ್ಲ ಅದು ಸರಿ ನಾನು ಇನ್ನೂ ಒ ಮತ್ತು ಎ ಅನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ, ಎರಿಗೆ ನಿಮ್ಮ ಚಲನೆಯೊಂದಿಗೆ ಅದೃಷ್ಟ.",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಎಲ್ ಸಾಲ್ವಡಾರ್,6486205.0,20720.0,313.0,2
13ca815d01,ನನಗೆ ನನ್ನ ಸಾಸೇಜ್,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಪನಾಮ,4314767.0,74340.0,58.0,1
e96601d516,ವಾಹ್ ಹೀದರ್,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಚಿಲಿ,19116201.0,743532.0,26.0,2
f46d274a8b,OMggg. ಅಮೇರಿಕನ್ ಹದಿಹರೆಯದ ನೂವ್ ಅವರ ರಹಸ್ಯ ಜೀವನದ ಹೊಸ ಋತುವಿನಲ್ಲಿ ಯಾರಾದರೂ ಸಾಯುತ್ತಾರೆ ಎಂದು ನಾನು ಕೇಳಿದೆ.,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಕೊಲಂಬಿಯಾ,50882891.0,1109500.0,46.0,0
91de6a547d,"ಬರಾಕ್ ಒಬಾಮಾ ಒಬ್ಬ ದಂತಕಥೆ, ಅವರ ಭೋಜನ ಭಾಷಣವನ್ನು ವೀಕ್ಷಿಸಿದರು, ಅದು ತುಂಬಾ ತಮಾಷೆಯಾಗಿತ್ತು",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಲಿಬಿಯಾ,6871292.0,1759540.0,4.0,2
b9cb67bd1c,"****, ನಾನು ನನ್ನ ಕಾಲುಗಳನ್ನು ಸುಟ್ಟಿದ್ದೇನೆ !x",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ನೈಜರ್,24206644.0,1266700.0,19.0,0
00688f0441,"ಯಾರೋ ಒಬ್ಬರ ತಾಯಿ ಕ್ಲಬ್‌ನ ಉಡುಪುಗಳಿಗೆ ಬಂದರು, ಅವರು ಕ್ಲಬ್‌ನ ನಂತರ ನೇರವಾಗಿ ಚರ್ಚ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದಾರೆ! ನಾನು ನರಕಕ್ಕೆ ಹೋಗುತ್ತಿದ್ದೇನೆ ಎಂದು ನನಗೆ ಅನಿಸುತ್ತದೆ 4 @",ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಫಿನ್ಲ್ಯಾಂಡ್,5540720.0,304000.0,18.0,1
f3f0fde02e,ನಿಮಗೆ ಅರ್ಥವಾಯಿತು - ಅದು ತುಂಬಾ ಕೆಟ್ಟದ್ದಲ್ಲವೇ?,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಭೂತಾನ್,771608.0,38100.0,20.0,0
9e8665abc5,ಡ್ಯಾಂಗ್ ನಾನು ನನ್ನ ರೊಲಾಂಡೋನ ಭೋಜನದ ಎಂಜಲುಗಳನ್ನು ಮನೆಯಲ್ಲಿಯೇ ಬಿಟ್ಟಿದ್ದೇನೆ! ನಾವು ಪೇಟೆಯಿಂದ ಹೊರಡುವ ಮೊದಲು ನಾನು ಅವುಗಳನ್ನು ನಿನ್ನೆ ರಾತ್ರಿ ಅಂಗಡಿಯ ಫ್ರಿಜ್‌ನಲ್ಲಿ ಇಡಬೇಕೆಂದು ನನಗೆ ತಿಳಿದಿತ್ತು!,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,21-30,ಸೌದಿ ಅರೇಬಿಯಾ,34813871.0,2149690.0,16.0,1
a17703215b,"ಒಂದು ಕಪ್ ಚಹಾವನ್ನು ಸೇವಿಸಿದಾಗ ನನಗೆ ಶೀತವಿದೆ, ಆದ್ದರಿಂದ ಇದು ತುಂಬಾ ರುಚಿಯಾಗಿದೆ!",ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಲಾವೋಸ್,7275560.0,230800.0,32.0,2
79a28b1ac7,ಓಹ್ ಅದು ಆರಂಭಿಕ ಪ್ರಾರಂಭ ನಾನು ಆ ಸಮಯಕ್ಕೆ ಹಾಸಿಗೆಯನ್ನು ಯೋಜಿಸಿದೆ..ಹಾ..ಲವ್ ಯೂಜೋನೆಸಿ ****,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಹಂಗೇರಿ,9660351.0,90530.0,107.0,2
ca10e6b390,ಡ್ಯಾನಿ ತನ್ನ ಸುಂದರ ಸುರುಳಿಗಳನ್ನು ಕತ್ತರಿಸಿ,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಟುನೀಶಿಯಾ,11818619.0,155360.0,76.0,0
53ae02026,Twitter ಗೆ ಹೊಸಬರೇ?!?!?,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ಮಧ್ಯ ಆಫ್ರಿಕಾದ ಗಣರಾಜ್ಯ,4829767.0,622980.0,8.0,1
89ac21e1f6,ಮನುಷ್ಯ ಇಂದು ಟ್ವೀಟ್ ಮಾಡದೆ ಬೇಸರವಾಗಿದ್ದೇನೆ ಹುಡುಗರೇ ಹೇಗಿದ್ದೀರಾ?,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಟುವಾಲು,11792.0,30.0,393.0,0
39e873ffd4,"ನನ್ನ ಮೈಸ್ಪೇಸ್ ಪ್ರೊಫೈಲ್ OLLLD NEWSZ ಆಗಿದೆ, ನಾನು ಸಂಪಾದಿಸಬೇಕಾಗಿದೆ",ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಕಾಂಬೋಡಿಯಾ,16718965.0,176520.0,95.0,1
5c6d1a22c4,ಏಕೆ ಧನ್ಯವಾದಗಳು. ನಿಮ್ಮ ಆಫರ್‌ನಲ್ಲಿ ನಾನು ನಿಮ್ಮನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗಬಹುದು,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಬುರ್ಕಿನಾ ಫಾಸೊ,20903273.0,273600.0,76.0,1
71f389a974,ರಾತ್ರಿಗೆ ಕರೆ ಮಾಡುತ್ತಿದ್ದೇನೆ .... ನಾಳೆ ಯಾಲ್ ಜೊತೆ ಮಾತನಾಡು,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಲಕ್ಸೆಂಬರ್ಗ್,625978.0,2590.0,242.0,1
58d382e07a,ಅದೃಷ್ಟದ ಮಗು... ನಾನು ಲೊಸರ್ವಿಲ್ಲೆ ಕರುಣೆಯನ್ನು ನೋಡಲು ಬಯಸುತ್ತೇನೆ ...,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಐರ್ಲೆಂಡ್,4937786.0,68890.0,72.0,2
620741fc16,ಹೌದು ನಿನ್ನೆ ನನಗೆ 16 ವರ್ಷವಾಯಿತು. ನನ್ನ ಪೋಷಕರು ನನಗೆ ಹಮ್ಮರ್ ಲೈಮೋವನ್ನು ಬಾಡಿಗೆಗೆ ನೀಡಿದ್ದಾರೆ. ಇದು ಬಹಳ ತಂಪಾಗಿತ್ತು,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ವನವಾಟು,307145.0,12200.0,25.0,2
0c8cc71c46,ನೋಡಿ ವಾಟ್ ಐ ಮೀನ್ ಬೌಟ್ ಫೋಲ್0 ವಾ ಫ್ರಿಡೇಸ್... ಇದನ್ನು ಲೂಸ್ ಎಫ್0ಎಲ್ಲೋವೆರ್ಸ್ ಫ್ರಿಡಯ್ ಎಂದು ಕರೆಯಲಾಗಿದೆ... ಎಸ್‌ಎಂಹೆಚ್,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ಬ್ರೂನಿ,437479.0,5270.0,83.0,1
9e25d010e9,"ನೆರೆಹೊರೆಯ ಗ್ಯಾಸ್ ಸ್ಟೇಷನ್ ಹೋಗಿದೆ, ಕಪುಟ್, ವ್ಯವಹಾರದಿಂದ ಹೊರಗಿದೆ. ಮಂಜುಗಡ್ಡೆ ಅಥವಾ ಯಾವುದಕ್ಕೂ ಹೆಚ್ಚು ಅನುಕೂಲಕರ ಪ್ರವಾಸಗಳಿಲ್ಲ. ಪ್ರಯಾಣಿಸಲು ಈಗ 3 ಮೈಲುಗಳಿಗಿಂತ ಹೆಚ್ಚು..",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ,59308690.0,1213090.0,49.0,0
a777619b23,ನನಗೆ ಸೌಲ್ಜಾ ಬಾಯ್ ಡ್ಯಾನ್ಸ್ ಮಿಸ್ ಆಗಿದೆ...,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಮಡಗಾಸ್ಕರ್,27691018.0,581795.0,48.0,0
d1732ef2a9,"ವೀಡಿಯೊದಲ್ಲಿ ಏನಾದರೂ ತಪ್ಪಾಗಿದೆ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ, ಇದು ಮೊದಲ 40-ಇಷ್ ಸೆಕೆಂಡುಗಳನ್ನು ಮಾತ್ರ ಲೋಡ್ ಮಾಡುತ್ತದೆ",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಭಾರತ,1380004385.0,2973190.0,464.0,0
ab43c568d8,Youuuu`re an aaass my aaass loooool,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಸ್ವಿಟ್ಜರ್ಲೆಂಡ್,8654622.0,39500.0,219.0,0
667e216a44,"ನಾನು ನನ್ನ ತಾಯಿಯೊಂದಿಗೆ ಸಮಯ ಕಳೆಯುತ್ತಿದ್ದೇನೆ! ನಾವು ತಾಯಿಯ ದಿನವನ್ನು ಆಚರಿಸುತ್ತಿದ್ದೇವೆ, ಏಕೆಂದರೆ ಅವರ ಆರಂಭಿಕ ಸಮಯ ಚೆನ್ನಾಗಿತ್ತು! ವುಡ್ಬರ್ನ್ ಹೇಗಿತ್ತು?",ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಕೇಪ್ ವರ್ಡೆ,555987.0,4030.0,138.0,2
1f9663bb46,ಹುಡುಗರು ಕಾನ್ಸ್ಟನ್ಸ್ ಅನ್ನು ತಾರ್ಕಿಕವಾಗಿ ನೋಡುತ್ತಾರೆ,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,21-30,ಐವರಿ ಕೋಸ್ಟ್,26378274.0,318000.0,83.0,1
4e05652b8c,ಡ್ರಮ್ ಬಾರಿಸುವ ಸಮಯ,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಉತ್ತರ ಮ್ಯಾಸಿಡೋನಿಯಾ,2083374.0,25220.0,83.0,1
894e948ead,"ಭಯಪಡಬೇಡ! ನೀವು ಬಹಳಷ್ಟು ಅರ್ಹರು, ನೀವು ಪ್ರಾಣಿಗಳ ಬಗ್ಗೆ ಕಾಳಜಿ ವಹಿಸುತ್ತೀರಿ. )) ನಾನು ಸ್ವಲ್ಪ ಆಹಾರವನ್ನು ಪಡೆಯುತ್ತೇನೆ, ಚಿಂತಿಸಬೇಡಿ!",ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಮಲೇಷ್ಯಾ,32365999.0,328550.0,99.0,2
31d77e5ff5,PHP ವೆಬ್‌ಸೈಟ್‌ನಲ್ಲಿ ಬ್ಯಾಂಕ್ ರಜಾದಿನಗಳಲ್ಲಿ ಅಪ್‌ಗ್ರೇಡ್ ಹೆಲ್ ಆಗಿದೆ. ಯೋಜನೆಗಾಗಿ ಅದು ಹೇಗೆ!,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಅಫ್ಘಾನಿಸ್ತಾನ,38928346.0,652860.0,60.0,1
81ef3d303f,ಬಮ್ಮರ್.  ಇದು ಹೆಚ್ಚು ಕಾಲ ಮುಂದುವರಿಯುವುದಿಲ್ಲ ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ.,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಮಲಾವಿ,19129952.0,94280.0,203.0,0
935a3c2bf5,ರಾತ್ರಿ ಚಾರ್ಜರ್‌ನಲ್ಲಿ ಶಸ್ತ್ರಾಸ್ತ್ರಗಳನ್ನು ಹಾಕುವ ಸಮಯ.  ಬಿಗಿಯಾಗಿ ನಿದ್ದೆ ಮಾಡಿ,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಇಟಲಿ,60461826.0,294140.0,206.0,1
82215b50d4,ನಿದ್ದೆ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ... ಹಾಗಾಗಿ ನಾನು HGTV ನೋಡುತ್ತಿದ್ದೇನೆ. ಮಾಹಿತಿದಾರರು ಅಧಿಕಾರ ವಹಿಸಿಕೊಳ್ಳಲಿದ್ದಾರೆ ಎಂದು ನಾನು ಹೆದರುತ್ತೇನೆ,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಸರ್ಬಿಯಾ,8737371.0,87460.0,100.0,0
0693a85163,"ಅಲರ್ಜಿಗಳು ಸನ್ ಔಟ್ ಆಗಿದೆ, ಶಾರ್ಟ್ಸ್ ಧರಿಸಿ.  ಇಡೀ ದಿನ ನನ್ನ ಸಲಹೆಯೊಂದಿಗೆ ಅಂಟಿಕೊಂಡಿತು.... ಇದು ಬೇಸರವಾಗಿರಬೇಕು. ವಿನೋದವನ್ನು ಹೊರತುಪಡಿಸಿ. ಜನರು ಅದನ್ನು ಮೋಜು ಮಾಡಿದರೆ?",ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,60-70,ಚಾಡ್,16425864.0,1259200.0,13.0,0
a2e0a7c278,ಕ್ಷಮಿಸಿ ನಮಗೆ #screengrab09 ನಲ್ಲಿ ಚಾಟ್ ಮಾಡಲು ಅವಕಾಶ ಸಿಗಲಿಲ್ಲ. ಕೋಣೆಯಾದ್ಯಂತ ನಿಮ್ಮನ್ನು ನೋಡಿದೆ ಆದರೆ ಅಕಾಲಿಕವಾಗಿ ಮನೆಗೆ ಎಳೆಯಲಾಯಿತು,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಮಲಾವಿ,19129952.0,94280.0,203.0,0
112a5320b5,ಬದಲಾಗಿ ಅವರನ್ನು ನಿಮ್ಮ ಮನೆಗೆ ಆಹ್ವಾನಿಸಿ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,0-20,ಮೈಕ್ರೋನೇಶಿಯಾ,115023.0,700.0,164.0,1
1e633e1874,ನೀವು 'ಫಾಲೋ ಫ್ರೈಡೇ' ನಲ್ಲಿ ಟೇಲರ್ ಅನ್ನು ಸೇರಿಸಲಿಲ್ಲ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಮೈಕ್ರೋನೇಶಿಯಾ,115023.0,700.0,164.0,1
16fb14a0f7,ಇತ್ತೀಚೆಗೆ ತುಂಬಾ ಒತ್ತಡದಲ್ಲಿದ್ದಾರೆ,ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಕ್ರೊಯೇಷಿಯಾ,4105267.0,55960.0,73.0,0
ba047dae2b,ಶುಭವಾಗಲಿ.. ಅಂತಿಮವಾಗಿ ನಿಮ್ಮ ಬಹುಕಾಲದ ಪನ್ವೇಲ್ ಟ್ವೀಟ್‌ಅಪ್ ಕೊನೆಗೂ ನಿಜವಾಗಲಿದೆ.,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಯೆಮೆನ್,29825964.0,527970.0,56.0,2
d9c10546e6,ಅಯ್ಯೋ ನನಗೆ ಇದ್ದಕ್ಕಿದ್ದಂತೆ ಮತ್ತೆ ಚೆನ್ನಾಗಿಲ್ಲ,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಮೈಕ್ರೋನೇಶಿಯಾ,115023.0,700.0,164.0,0
8dd7e34100,ನೀವು ಹಾಗೆ ಇರುವುದನ್ನು ನೋಡಲು ನಾನು ಇಷ್ಟಪಡುತ್ತೇನೆ,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಘಾನಾ,31072940.0,227540.0,137.0,2
e9c03baff9,ನಾನು ಖಚಿತವಾಗಿ ಹೇಳುತ್ತೇನೆ,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,21-30,ಪೋಲೆಂಡ್,37846611.0,306000.0,124.0,1
fa89412e2a,ಎಂಪೈರ್ ಹೋಟೆಲ್‌ನಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದಾರೆ...ಉಚಿತ ಬಾಟಲ್ ಸೇವೆ. ಇದು ಸಂಪರ್ಕಗಳನ್ನು ಹೊಂದಿರುವ ರಾಕ್ಸ್,ಧನಾತ್ಮಕ,ರಾತ್ರಿ,31-45,ಮಾಲ್ಡೀವ್ಸ್,540544.0,300.0,1802.0,2
a237d86171,_**** R.I.P ಸುರುಳಿಗಳು,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಆಸ್ಟ್ರಿಯಾ,9006398.0,82400.0,109.0,0
be38b29042,"ಎಸಿ ಇಲ್ಲ, ಫ್ಯಾನ್ ನಮ್ಮ ದಾರಿಯಲ್ಲಿ ತಿರುಗುವುದಿಲ್ಲ ... ಬಿಸಿಯಾದ ಆರ್ದ್ರತೆಯ ದಿನದಂದು ನಾವು ಅದನ್ನು ಬೆವರು ಮಾಡುತ್ತಿದ್ದೇವೆ",ಋಣಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಕೇಪ್ ವರ್ಡೆ,555987.0,4030.0,138.0,0
d67edb73e6,ಕಳೆದ 24 ಗಂಟೆಗಳಲ್ಲಿ ಕೇವಲ 1 ಟ್ವೀಟ್?  ನನ್ನ ಟ್ವೀಟ್‌ಬೋರ್ಡ್ ಅನ್ನು ಯಾರೂ ಇಷ್ಟಪಡುವುದಿಲ್ಲ,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಪೋಲೆಂಡ್,37846611.0,306000.0,124.0,0
cc930f7aa8,ಕುತೂಹಲದಿಂದ twitpics ನಿರೀಕ್ಷಿಸಲಾಗುತ್ತಿದೆ,ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಗ್ಯಾಂಬಿಯಾ,2416668.0,10120.0,239.0,1
f6f96dd249,ನನ್ನ ಕೂದಲನ್ನು ಕತ್ತರಿಸಲು ಯೋಚಿಸುತ್ತಿದ್ದೇನೆ ಮತ್ತು ಅದರ ಬಗ್ಗೆ ತೀವ್ರ ಆತಂಕವನ್ನು ಹೊಂದಿದ್ದೇನೆ.,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಪಲಾವ್,18094.0,460.0,39.0,0
8c5d6357cf,"ಧನ್ಯವಾದಗಳು ಸ್ಟೀಫನ್, ಪ್ರಶಂಸಿಸುತ್ತೇವೆ",ಧನಾತ್ಮಕ,ರಾತ್ರಿ,70-100,ಕೊಮೊರೊಸ್,869601.0,1861.0,467.0,2
8c582b0575,ಇದು 2 ದಿನ ತುಂಬಾ ಬಿಸಿಯಾಗಿದೆ !! ಜಾಗಿಂಗ್ ಮಾಡುವ ಮೊದಲು ಒಂದು ಟನ್ ಸನ್‌ಬ್ಲಾಕ್ ಅನ್ನು ಹಾಕಿ; ಆದರೂ ನನ್ನ ಮುಖ ಸುಟ್ಟುಹೋಗಿದೆ ಎಂದು ಭಾವಿಸುತ್ತೇನೆ!,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಈಜಿಪ್ಟ್,102334404.0,995450.0,103.0,0
696a2abd8a,ನೀವು ಅವಸರದಲ್ಲಿರುವಾಗ ಬೇರೊಬ್ಬರ ಬ್ಯಾಟರಿ ಚಾಲಿತ ವಿದ್ಯುತ್ ಉಪಕರಣಗಳನ್ನು ಎಂದಿಗೂ ನಂಬಬೇಡಿ,ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಲಕ್ಸೆಂಬರ್ಗ್,625978.0,2590.0,242.0,2
e8a7f5e1a3,"ನಾನು ಉತ್ಸುಕನಾಗಲು ನಿರಾಕರಿಸುತ್ತೇನೆ ಏಕೆಂದರೆ ಅದು ಸಂಭವಿಸಿದಲ್ಲಿ ನಾನು ನಿರಾಶೆಗೊಳ್ಳಲು ಬಯಸುವುದಿಲ್ಲ, ಅದು ಜೂನ್ 11 - 28 ರ ನಡುವೆ ಇಲ್ಲದಿದ್ದರೆ ಅಥವಾ ನಾನು ಸಾಯುತ್ತೇನೆ",ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ನಾರ್ವೆ,5421241.0,365000.0,15.0,0
a0e8168015,ನನ್ನ ವಿದೇಶಿ ಅನುಯಾಯಿಗಳಿಗಾಗಿ ಇಂಗ್ಲಿಷ್‌ನಲ್ಲಿ ಟ್ವಿಟರ್‌ಗೆ ಹೋಗುತ್ತಿದ್ದೇನೆ,ತಟಸ್ಥ,ಮಧ್ಯಾಹ್ನ,60-70,ಐವರಿ ಕೋಸ್ಟ್,26378274.0,318000.0,83.0,1
383aa5ec8b,ರಾತ್ರಿ ಎಲ್ಲಾ!! ನಾನು ಒಮ್ಮೆ ಬೇಗ ಮಲಗಲು ಪ್ರಯತ್ನಿಸುತ್ತಿದ್ದೇನೆ ... ಸಾಮಾನ್ಯ ವ್ಯಕ್ತಿಗೆ 1:40 ಕ್ಕೆ ಮುಂಚೆಯೇ ...,ತಟಸ್ಥ,ರಾತ್ರಿ,31-45,ಕೆನಡಾ,37742154.0,9093510.0,4.0,1
7e46f3f92a,ಹೆ. ತಾಯಂದಿರ ದಿನದಂದು ಇಡೀ ದಿನ ಅಮ್ಮನ ಕೈಯಿಂದ ಮಕ್ಕಳನ್ನು ತೆಗೆಯುವುದನ್ನು ಹೊರತುಪಡಿಸಿ ಯಾವುದೇ ಪುರುಷನು ಮಾಡುವುದೇನೂ ಸರಿಯಲ್ಲ,ತಟಸ್ಥ,ರಾತ್ರಿ,70-100,ಕೆನಡಾ,37742154.0,9093510.0,4.0,1
71617c28b6,ಡ್ರೈವ್‌ನಲ್ಲಿ ಅದ್ಭುತ ರಾತ್ರಿ,ಧನಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಚಾಡ್,16425864.0,1259200.0,13.0,2
c3c79502f9,ನಿನ್ನನ್ನು ನೋಡುವುದು ಬಿಟ್ಟು ನಿನ್ನ ಜೊತೆ ಮಾತಾಡಿ ಯಾಕೆ ಇಷ್ಟು ದಿನ ಆಯಿತು?? ಇದು ನನಗೆ ದುಃಖವನ್ನುಂಟು ಮಾಡುತ್ತದೆ,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಸೊಮಾಲಿಯಾ,15893222.0,627340.0,25.0,0
eeb047e369,ಕರಾವಳಿಯಲ್ಲಿ ಹುಚ್ಚು ರಾತ್ರಿಯ ನಂತರ ಮನೆಗೆ ಹಿಂದಿರುಗುವಾಗ,ತಟಸ್ಥ,ಬೆಳಿಗ್ಗೆ,46-60,ಮಧ್ಯ ಆಫ್ರಿಕಾದ ಗಣರಾಜ್ಯ,4829767.0,622980.0,8.0,1
b6d5af9406,http://twitpic.com/4jber - ಅಯ್ಯೋ .... ನಂತರ ಅವರು ನಮ್ಮನ್ನು ಏಕೆ ದ್ವೇಷಿಸುತ್ತಾರೆ ಎಂದು ನಾವು ಆಶ್ಚರ್ಯ ಪಡುತ್ತೇವೆ..... lol!!,ಋಣಾತ್ಮಕ,ಮಧ್ಯಾಹ್ನ,21-30,ಬಾಂಗ್ಲಾದೇಶ,164689383.0,130170.0,1265.0,0
ae93ad52a0,"ಇಂದು ತುಂಬಾ ಬಿಸಿಯಾಗಿದೆ =_= ಇದು ಇಷ್ಟವಿಲ್ಲ ಮತ್ತು ನನ್ನ ಹೊಸ ವೇಳಾಪಟ್ಟಿಯನ್ನು ನಾನು ದ್ವೇಷಿಸುತ್ತೇನೆ, ಅಂತಹ ಕೆಟ್ಟ ವಾರವನ್ನು ಹೊಂದಿದೆ",ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಬೆಲಾರಸ್,9449323.0,202910.0,47.0,0
237b093176,ದುರದೃಷ್ಟವಶಾತ್ ನಾನು ಸಮಯಕ್ಕೆ ಮನೆಯಿಂದ ಹೊರಬರಲಿಲ್ಲ,ಋಣಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,0-20,ಬ್ರೂನಿ,437479.0,5270.0,83.0,0
be6c6fa1b5,ಕೇವಲ ಕ್ಯಾರಿಯೋಕೆಯಿಂದ ಹಿಂತಿರುಗಿ ಬಂದಿದ್ದೇನೆ ಮತ್ತು ಎಮಿಲಿಯೊಂದಿಗೆ ಭೋಜನವನ್ನು ಸೇವಿಸುತ್ತಿದ್ದೇನೆ. ಇದು ತುಂಬಾ ಖುಷಿಯಾಗಿತ್ತು,ಧನಾತ್ಮಕ,ಬೆಳಿಗ್ಗೆ,46-60,ಅರ್ಜೆಂಟೀನಾ,45195774.0,2736690.0,17.0,2
